,,,,,,,,,,,
Loan Id,Quarters,Years,Segment of Loan,Lender Name,Type of Loan,Original Loan size,Outstanding loan amount,Borrower Age,Borrower Income,New to Credit (Y /N),Gender
PSUN78CC1785,Q2,FY19,Retail,PSU Bank,Credit Card,40215,15718,28,1333200,Y,M
NBFCIN105TWL10082,Q2,FY20,Retail,NBFC,Two-Wheeler Loan,45450,27540,52,386732,N,M
NBFCIN110TWL8873,Q2,FY21,Retail,NBFC,Two-Wheeler Loan,22880,14359,31,1205672,N,M
NBFCIN137TWL10942,Q2,FY19,Retail,NBFC,Two-Wheeler Loan,79180,43023,32,704412,N,M
NBFCIN174TWL7462,Q2,FY21,Retail,NBFC,Two-Wheeler Loan,48960,33264,45,628930,N,M
NBFCIN175TWL2511,Q2,FY19,Retail,NBFC,Two-Wheeler Loan,46640,26285,30,571812,Y,F
NBFCIN175TWL4974,Q2,FY21,Retail,NBFC,Two-Wheeler Loan,74800,41140,52,743710,N,M
NBFCIN247TWL900,Q2,FY21,Retail,NBFC,Two-Wheeler Loan,106820,59554,56,1183710,N,F
NBFCIN283TWL462,Q2,FY19,Retail,NBFC,Two-Wheeler Loan,71070,40572,31,815540,N,M
NBFCIN36TWL2489,Q2,FY21,Retail,NBFC,Two-Wheeler Loan,68480,38348,23,913185,N,M
NBFCIN378TWL7145,Q2,FY20,Retail,NBFC,Two-Wheeler Loan,105730,55484,55,1147284,N,F
NBFCIN404TWL9809,Q2,FY19,Retail,NBFC,Two-Wheeler Loan,66960,43648,42,932562,N,M
NBFCIN434TWL3199,Q2,FY20,Retail,NBFC,Two-Wheeler Loan,68340,41687,48,902802,N,M
NBFCIN477TWL6522,Q2,FY19,Retail,NBFC,Two-Wheeler Loan,78840,47924,56,1218030,N,M
NBFCIN497TWL6194,Q2,FY20,Retail,NBFC,Two-Wheeler Loan,49220,27793,59,517678,N,M
NBFCIN6TWL8215,Q2,FY20,Retail,NBFC,Two-Wheeler Loan,83430,57202,40,856960,N,M
PVT113TWL10615,Q2,FY19,Retail,PVT Bank,Two-Wheeler Loan,71690,25567,28,674205,Y,M
PVT179TWL8898,Q2,FY21,Retail,PVT Bank,Two-Wheeler Loan,33990,11761,31,414426,Y,M
PVT313TWL4819,Q2,FY19,Retail,PVT Bank,Two-Wheeler Loan,26750,8320,50,817992,N,M
PVT328TWL8854,Q2,FY21,Retail,PVT Bank,Two-Wheeler Loan,61560,23484,48,394426,N,M
PVT366TWL1848,Q2,FY19,Retail,PVT Bank,Two-Wheeler Loan,62400,18792,51,3009490,Y,F
PVT38TWL601,Q2,FY19,Retail,PVT Bank,Two-Wheeler Loan,94160,31415,38,769867,N,M
PVT427TWL700,Q2,FY20,Retail,PVT Bank,Two-Wheeler Loan,63600,20274,55,806990,N,F
PVT452TWL2891,Q2,FY19,Retail,PVT Bank,Two-Wheeler Loan,67840,21708,42,555803,N,M
PVT459TWL3077,Q2,FY20,Retail,PVT Bank,Two-Wheeler Loan,139380,39026,56,1278134,N,F
PVT494TWL8627,Q2,FY19,Retail,PVT Bank,Two-Wheeler Loan,84460,25026,64,545703,N,F
PVT69TWL7918,Q2,FY21,Retail,PVT Bank,Two-Wheeler Loan,70040,24990,42,708390,N,M
PVT7TWL5729,Q2,FY20,Retail,PVT Bank,Two-Wheeler Loan,65880,20886,29,505764,N,F
PVTN450TWL7669,Q2,FY21,Retail,PSU Bank,Two-Wheeler Loan,64260,23373,46,545790,N,M
NBFCIN000COML481,Q3,FY19,Commercial,NBFC,Commercial Loan,4754580,2377290,40,3598650,N,F
NBFCIN000COML679,Q3,FY20,Commercial,NBFC,Commercial Loan,11880210,3849040,42,5940105,N,M
NBFCIN000COML694,Q3,FY19,Commercial,NBFC,Commercial Loan,13180260,6651720,50,6405360,N,M
NBFCIN000COML888,Q3,FY19,Commercial,NBFC,Commercial Loan,16081800,4211900,50,7734580,N,M
PVT00COM95,Q3,FY19,Commercial,PVT Bank,Commercial Loan,6196760,3215300,38,3186070,N,M
PVT00MICROV1453,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,62640,29348,50,563760,Y,M
PVT00MICROV2216,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,74880,26928,34,831600,N,M
PVT00MICROV1725,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,84700,35096,29,889350,Y,M
PVT00MICROV748,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,91670,34265,57,635460,N,F
PVT00MICROV1919,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,96820,46107,31,819680,N,M
PVT00MICROV187,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,105840,47187,55,1293600,N,F
PVT00MICROV2403,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,115560,38199,28,1102100,N,M
PVT00MICROV293,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,119880,42302,27,1209900,N,M
PSUIN300277MICRO0132251,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,7490,3498,44,88200,N,M
PSUIN30084MICRO0148522,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,14300,5098,27,165360,N,F
PSUIN300470MICRO0117314,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,17170,5603,42,319463,Y,F
PSUIN30077MICRO01477,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,19260,7090,55,468650,N,M
PSUIN300134MICRO011040,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,20330,9028,45,498120,N,M
PSUIN3000MICRO0115589,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,25200,11616,50,116994,N,F
PSUIN30014MICRO0114499,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,26520,9828,41,353702,N,M
PSUIN30020MICRO0146881,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,27040,11291,44,595134,Y,M
PSUIN30045MICRO0126205,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,27270,11080,36,464122,Y,M
PSUIN300452MICRO017356,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,28890,11267,37,802072,N,M
PSUIN300101MICRO0138761,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,29120,9996,39,623916,N,M
PSUIN300487MICRO0127367,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,34980,15536,32,798868,N,M
PSUIN300291MICRO0113454,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,36040,13219,39,311904,N,F
PSUIN300322MICRO0138619,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,36720,13464,43,545376,Y,M
PSUIN300461MICRO0114733,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,36050,14098,48,738980,Y,M
PSUIN300129MICRO0128683,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,35350,12740,26,301419,N,M
PSUIN300144MICRO0145950,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,37450,13433,44,681141,N,M
PSUIN300326MICRO0129032,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,36050,16404,36,423433,N,M
PSUIN300170MICRO012332,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,36050,13338,28,398412,Y,M
PSUIN300313MICRO0128660,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,37450,15141,54,456144,Y,M
PSUIN300188MICRO0142229,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,37800,17010,55,625104,Y,F
PSUIN300263MICRO0122706,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,37440,15940,40,647561,N,M
PSUIN300364MICRO0116957,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,40700,13453,34,636876,N,M
PSUIN300301MICRO0129809,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,39780,14574,33,604760,N,M
PSUIN300246MICRO01594,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,44290,17483,21,377598,N,F
PSUIN300335MICRO013519,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,50600,20056,38,513876,N,F
PSUIN300215MICRO0147558,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,48410,20040,34,513172,N,M
PSUIN300146MICRO0149683,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,48960,20664,41,294320,N,M
PSUIN30053MICRO0123407,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,52320,21451,36,429088,N,M
PSUIN300236MICRO0137365,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,52000,24525,57,619320,N,M
PSUIN300413MICRO0140772,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,55120,20155,57,493890,N,M
PSUIN30084MICRO0116067,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,54080,21091,50,710820,Y,M
PSUIN300211MICRO0141546,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,56710,23108,27,626592,N,M
PSUIN300307MICRO0128077,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,57780,22361,27,460224,Y,M
PSUIN300416MICRO0119447,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,57120,25452,58,767546,N,M
PSUIN3000MICRO011067,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,59360,24796,24,514692,N,M
PSUIN30085MICRO0111851,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,60320,21924,58,639540,Y,M
PSUIN300275MICRO0129676,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,60770,28143,44,761184,N,M
PSUIN300355MICRO0130982,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,87200,35752,38,589469,N,M
PSUIN300162MICRO018710,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,89640,37300,38,450780,N,F
PSUIN300441MICRO0124811,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,84840,34272,39,568972,Y,M
PSUIN300234MICRO0140014,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,92650,27744,26,956016,N,M
PSUIN3002MICRO0129691,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,86700,32725,39,437568,Y,M
PSUIN300101MICRO0121241,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,97370,33761,28,366886,N,M
PSUIN300262MICRO0133816,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,92920,38032,54,388520,Y,M
PSUIN300150MICRO0139574,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,100800,39312,33,559900,N,F
PSUIN300259MICRO0127224,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,102720,44582,52,484596,Y,M
PSUIN300243MICRO0142769,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,106700,37364,34,371280,N,M
PSUIN300362MICRO0139668,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,114450,41769,64,715476,N,F
NBFCIN0002026G,Q3,FY21,Microfinance,NBFC,Microfinance Loan,4160,1526,52,639100,N,M
NBFCIN000700,Q3,FY21,Microfinance,NBFC,Microfinance Loan,4280,1359,31,180810,Y,F
NBFCIN0001491,Q3,FY20,Microfinance,NBFC,Microfinance Loan,5050,1942,55,762740,Y,F
NBFCIN0001171,Q3,FY19,Microfinance,NBFC,Microfinance Loan,5100,1650,27,543672,N,M
NBFCIN00095Y,Q3,FY19,Microfinance,NBFC,Microfinance Loan,5400,1537,31,585165,Y,M
NBFCIN000888,Q3,FY19,Microfinance,NBFC,Microfinance Loan,6360,2181,54,360465,Y,M
NBFCIN000390,Q3,FY21,Microfinance,NBFC,Microfinance Loan,6480,1774,48,605880,N,M
NBFCIN0001859,Q3,FY19,Microfinance,NBFC,Microfinance Loan,6360,2121,51,244392,N,M
NBFCIN0001213,Q3,FY19,Microfinance,NBFC,Microfinance Loan,6360,1606,47,261078,N,F
NBFCIN000167,Q3,FY21,Microfinance,NBFC,Microfinance Loan,6600,2101,31,228248,N,M
NBFCIN000862X,Q3,FY20,Microfinance,NBFC,Microfinance Loan,7140,2022,55,423252,N,F
NBFCIN000212,Q3,FY21,Microfinance,NBFC,Microfinance Loan,7280,2041,27,403818,Y,M
NBFCIN000886,Q3,FY20,Microfinance,NBFC,Microfinance Loan,7140,2646,30,464724,N,M
NBFCIN0001189,Q3,FY19,Microfinance,NBFC,Microfinance Loan,7490,2329,47,581460,Y,M
NBFCIN0001677,Q3,FY19,Microfinance,NBFC,Microfinance Loan,7280,2541,38,440538,N,M
NBFCIN0002294,Q3,FY19,Microfinance,NBFC,Microfinance Loan,8720,2389,25,530816,N,F
NBFCIN0009,Q3,FY21,Microfinance,NBFC,Microfinance Loan,8080,2142,39,735315,N,M
NBFCIN0002345R,Q3,FY20,Microfinance,NBFC,Microfinance Loan,8320,2284,24,626314,N,M
NBFCIN0002020,Q3,FY19,Microfinance,NBFC,Microfinance Loan,8160,2604,43,551320,N,M
NBFCIN0001443,Q3,FY20,Microfinance,NBFC,Microfinance Loan,9360,2272,53,751882,N,F
NBFCIN000218,Q3,FY19,Microfinance,NBFC,Microfinance Loan,13260,3858,37,609182,N,M
NBFCIN0001883,Q3,FY21,Microfinance,NBFC,Microfinance Loan,15260,3931,32,698649,N,M
NBFCIN0002009,Q3,FY19,Microfinance,NBFC,Microfinance Loan,15900,4293,51,653773,N,M
NBFCIN000103,Q3,FY20,Microfinance,NBFC,Microfinance Loan,16800,6220,35,403624,N,M
NBFCIN0001921,Q3,FY21,Microfinance,NBFC,Microfinance Loan,17170,6307,30,706102,Y,M
NBFCIN0002278,Q3,FY21,Microfinance,NBFC,Microfinance Loan,47300,14912,47,960190,N,M
NBFCIN000235R,Q3,FY21,Microfinance,NBFC,Microfinance Loan,46440,13218,37,531012,Y,M
NBFCIN000862,Q3,FY19,Microfinance,NBFC,Microfinance Loan,53900,14994,22,773604,N,F
NBFCIN0002447,Q3,FY20,Microfinance,NBFC,Microfinance Loan,86110,30691,36,1047916,N,M
NBFCIN000988,Q3,FY21,Microfinance,NBFC,Microfinance Loan,102300,36818,45,638295,N,M
PVT00MICRO22,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,4160,1292,51,410538,Y,M
PVT00MICRO74,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,4200,1812,43,884034,Y,F
PVT00MICRO35,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,3090,1046,33,621390,Y,F
PVT00MICRO41,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,5100,2398,34,768792,N,M
PVT00MICRO48,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,5450,2152,38,804430,N,F
PVT00MICRO11,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,5450,2444,31,685549,N,M
PVT00MICRO90,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,5500,2323,38,783457,N,M
PVT00MICRO30L,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,6120,2331,31,842134,N,F
PVT00MICRO58,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,6180,1996,24,663166,N,M
PVT00MICRO93,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,6360,2550,35,470556,N,M
PVT00MICRO32,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,6360,1939,54,766480,N,F
PVT00MICRO62,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,7630,2671,48,856783,N,F
PVT00MICRO4,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,7350,3145,41,724672,N,F
PVT00MICRO17L,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,7490,2441,37,774800,N,M
PVT00MICRO605,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,7280,3160,41,901670,N,M
PVT00MICRO19,Q3,FY19,Microfinance,PVT Bank,Microfinance Loan,7560,3561,27,536328,N,F
PVT00MICRO33M,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,7350,3244,33,708822,Y,M
PVT00MICRO42,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,7070,2356,52,609092,N,F
PVT00MICRO64,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,8080,2966,45,482870,N,F
PVT00MICRO3P,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,8240,3312,40,854568,Y,M
PVT00MICROV1249,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,25200,10296,48,821700,Y,M
PVT00MICROV2330,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,28560,12882,25,761256,Y,M
PVT00MICROV1166,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,39600,13230,48,380520,Y,M
PVT00MICROV726,Q3,FY21,Microfinance,PVT Bank,Microfinance Loan,66780,24242,29,466612,Y,M
PVT00MICROV242,Q3,FY20,Microfinance,PVT Bank,Microfinance Loan,100580,38352,42,554180,N,F
PSUIN300398MICRO011866,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,6360,2244,30,819274,N,M
PSUIN30027MICRO0110891,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,8800,3985,54,532480,N,M
PSUIN300182MICRO0121740,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,2160,844,55,347274,N,M
PSUIN300272MICRO0141174,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,4360,1498,45,478380,N,M
PSUIN30015MICRO0139326,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,5450,2288,34,720222,Y,M
PSUIN300408MICRO019,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,6240,2158,47,902440,Y,M
PSUIN300340MICRO0143912,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,6540,2394,42,592673,N,M
PSUIN300374MICRO0121738,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,6600,3102,31,633150,N,F
PSUIN300445MICRO0113974,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,6540,2158,39,735078,Y,M
PSUIN300128MICRO0122800,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,6060,2772,30,498882,N,F
PSUIN300182MICRO0130586,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,7630,3213,38,606040,Y,M
PSUIN300368MICRO0134972,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,7630,2620,27,620472,N,M
PSUIN300346MICRO0130701,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,7630,3454,39,1013480,N,M
PSUIN300109MICRO0144974,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,7490,3234,28,528105,Y,M
PSUIN300341MICRO0128063,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,7560,3160,52,670635,Y,M
PSUIN300470MICRO0141923,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,7490,2969,54,578963,N,M
PSUIN300206MICRO0130661,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,8240,3244,21,549642,Y,M
PSUIN300197MICRO0127236,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,8560,3993,43,629530,N,M
PSUIN300108MICRO0135860,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,8400,3974,53,770186,Y,M
PSUIN300446MICRO0131581,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,9630,3276,34,390456,N,M
PSUIN300456MICRO0149052,Q3,FY20,Microfinance,PSU Bank,Microfinance Loan,9270,4252,29,1004850,N,F
PSUIN300160MICRO0137095,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,16200,6259,51,707300,Y,M
PSUIN300211MICRO0142256,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,37100,15907,42,816480,N,M
PSUIN300368MICRO0117124,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,51000,19080,58,342210,N,M
PSUIN30037MICRO013129,Q3,FY19,Microfinance,PSU Bank,Microfinance Loan,70200,28340,47,338000,N,M
PSUIN300207MICRO0128018,Q3,FY21,Microfinance,PSU Bank,Microfinance Loan,96720,42147,35,502200,Y,M
NBFCIN184AUTO46893,Q3,FY21,Retail,NBFC,Auto Loans,85629,88030,43,704246,N,M
NBFCIN185AUTO40871,Q3,FY19,Retail,NBFC,Auto Loans,288665,283114,55,2040088,Y,M
PSUNAUTO62LOA22301,Q3,FY21,Retail,PSU Bank,Auto Loans,202950,84095,30,398520,N,M
PSUNAUTO477LOA38740,Q3,FY19,Retail,PSU Bank,Auto Loans,448113,179757,43,3482484,Y,M
NBFCIN010CCL72,Q3,FY20,Retail,NBFC,Credit Card,26312,8033,36,304764,N,M
NBFCIN010CCL83,Q3,FY20,Retail,NBFC,Credit Card,26967,11680,52,306072,N,M
NBFCIN010CCL19X,Q3,FY20,Retail,NBFC,Credit Card,35860,15981,41,297024,N,F
NBFCINCC30ZA0328,Q3,FY21,Retail,NBFC,Credit Card,33330,9999,55,308448,N,M
NBFCINCC30ZA08726,Q3,FY20,Retail,NBFC,Credit Card,34814,16710,28,292536,N,M
NBFCIN010CCL940,Q3,FY20,Retail,NBFC,Credit Card,59400,26383,39,292092,N,M
NBFCIN010CCL19,Q3,FY21,Retail,NBFC,Credit Card,49820,10752,28,317520,N,M
NBFCIN010CCL28,Q3,FY20,Retail,NBFC,Credit Card,14416,5937,40,321768,N,M
NBFCIN010CCL86,Q3,FY21,Retail,NBFC,Credit Card,22969,4875,40,323076,Y,M
NBFCINCC30ZA01253,Q3,FY20,Retail,NBFC,Credit Card,34650,16090,36,313248,N,M
NBFCIN010CCL13,Q3,FY20,Retail,NBFC,Credit Card,19110,5229,52,315744,Y,M
NBFCINCC30ZA01016,Q3,FY20,Retail,NBFC,Credit Card,40446,18002,43,333960,Y,M
NBFCINCC30ZA05973,Q3,FY21,Retail,NBFC,Credit Card,36210,13930,25,326136,N,M
NBFCIN010CCL20,Q3,FY21,Retail,NBFC,Credit Card,5300,1562,58,309060,N,M
NBFCIN010CCL79,Q3,FY19,Retail,NBFC,Credit Card,41160,21060,42,327420,N,M
NBFCINCC30ZA09241,Q3,FY21,Retail,NBFC,Credit Card,41685,18400,43,325632,Y,M
NBFCINCC30ZA03205,Q3,FY20,Retail,NBFC,Credit Card,44599,17462,34,314568,N,F
NBFCINCC30ZA08539,Q3,FY20,Retail,NBFC,Credit Card,21944,9708,33,326904,Y,M
NBFCINCC30ZA04534,Q3,FY21,Retail,NBFC,Credit Card,31610,12423,40,323820,N,M
NBFCIN010CCL56,Q3,FY19,Retail,NBFC,Credit Card,38054,19490,56,318888,N,M
NBFCIN010CCL12,Q3,FY21,Retail,NBFC,Credit Card,30956,6293,41,337692,Y,F
NBFCIN010CCL38,Q3,FY21,Retail,NBFC,Credit Card,11872,5281,56,347928,N,M
NBFCINCC30ZA010632,Q3,FY21,Retail,NBFC,Credit Card,20240,9450,32,328776,N,F
NBFCIN010CCL54,Q3,FY21,Retail,NBFC,Credit Card,35420,12890,35,352440,N,F
NBFCIN010CCL76,Q3,FY19,Retail,NBFC,Credit Card,31020,10433,53,356400,N,M
NBFCIN010CCL63,Q3,FY19,Retail,NBFC,Credit Card,18190,5964,49,352800,N,M
PSUN42CC1342,Q3,FY20,Retail,PSU Bank,Credit Card,40916,20046,52,378000,N,M
PVTN72CCL5207,Q3,FY21,Retail,PVT Bank,Credit Card,38625,13017,45,375720,N,M
PVTN35CCL12219,Q3,FY21,Retail,PVT Bank,Credit Card,34917,17874,33,414480,N,M
PVTN58CCL8913,Q3,FY19,Retail,PVT Bank,Credit Card,46761,18277,26,391476,N,M
PVTN99CCL6369,Q3,FY21,Retail,PVT Bank,Credit Card,30694,20725,25,408816,N,F
PVTN20CCL5050,Q3,FY20,Retail,PVT Bank,Credit Card,58957,37605,38,415296,N,M
PVTN0CCL275,Q3,FY20,Retail,PVT Bank,Credit Card,27948,12837,35,446160,N,F
PVTN70CCL11156,Q3,FY20,Retail,PVT Bank,Credit Card,59010,39452,46,429936,N,M
PVTN55CCL7761,Q3,FY20,Retail,PVT Bank,Credit Card,44440,31174,47,419004,N,M
PVTN61CCL6409,Q3,FY19,Retail,PVT Bank,Credit Card,32445,9419,36,450120,N,F
PVTN90CCL4057,Q3,FY20,Retail,PVT Bank,Credit Card,53550,37196,38,430920,Y,M
PVTN84CCL9964,Q3,FY20,Retail,PVT Bank,Credit Card,24276,16862,29,415716,N,M
PVTN12CCL11067,Q3,FY20,Retail,PVT Bank,Credit Card,46008,15953,35,419352,N,F
PVTN30CCL6615,Q3,FY21,Retail,PVT Bank,Credit Card,55640,37557,29,428892,N,M
PVTN76CCL258,Q3,FY21,Retail,PVT Bank,Credit Card,36259,13857,44,449400,N,M
PVTN79CCL10801,Q3,FY21,Retail,PVT Bank,Credit Card,7800,3716,31,454896,N,M
PVTN99CCL4358,Q3,FY20,Retail,PVT Bank,Credit Card,67945,43751,42,442260,N,M
PVTN22CCL5039,Q3,FY20,Retail,PVT Bank,Credit Card,44604,27650,55,453252,N,M
PVTN67CCL10101,Q3,FY19,Retail,PVT Bank,Credit Card,59950,37895,58,429048,N,M
PVTN25CCL10663,Q3,FY19,Retail,PVT Bank,Credit Card,41420,26182,36,431472,N,M
PVTN78CCL2872,Q3,FY20,Retail,PVT Bank,Credit Card,38077,25240,29,470880,N,M
PVTN22CCL5924,Q3,FY21,Retail,PVT Bank,Credit Card,39856,26639,28,485760,Y,F
PVTN62CCL6362,Q3,FY21,Retail,PVT Bank,Credit Card,62055,42256,50,482652,Y,M
PVTN61CCL2154,Q3,FY21,Retail,PVT Bank,Credit Card,40040,26026,26,480816,N,M
PVTN1CCL2661,Q3,FY19,Retail,PVT Bank,Credit Card,55105,20507,39,478932,N,M
PSUN37CC7621,Q3,FY20,Retail,PSU Bank,Credit Card,27927,8602,56,466344,N,F
PVTN50CCL8490,Q3,FY20,Retail,PVT Bank,Credit Card,15810,7632,40,538560,N,M
PVTN42CCL4153,Q3,FY20,Retail,PVT Bank,Credit Card,64746,24267,27,548784,N,M
PVTN83CCL4365,Q3,FY19,Retail,PVT Bank,Credit Card,7242,2428,45,566088,N,M
PSUN43CC10876,Q3,FY21,Retail,PSU Bank,Credit Card,33048,13598,33,573276,N,M
PVTN25CCL2024,Q3,FY19,Retail,PVT Bank,Credit Card,12971,4249,43,658692,Y,F
PVTN66CCL2959,Q3,FY21,Retail,PVT Bank,Credit Card,39636,12476,48,658896,Y,M
PVTN43CCL1857,Q3,FY21,Retail,PVT Bank,Credit Card,23861,5398,41,674100,Y,M
PVTN19CCL7151,Q3,FY20,Retail,PVT Bank,Credit Card,41106,14541,41,698904,Y,M
PSUN1CC7130,Q3,FY20,Retail,PSU Bank,Credit Card,33027,9413,46,733944,N,M
PSUN51CC955,Q3,FY20,Retail,PSU Bank,Credit Card,34992,16329,31,764640,Y,F
PSUN19CC3075,Q3,FY19,Retail,PSU Bank,Credit Card,17440,5009,39,774336,Y,M
PSUN84CC4753,Q3,FY20,Retail,PSU Bank,Credit Card,28016,13137,52,805200,Y,F
PVTN34CCL8115,Q3,FY21,Retail,PVT Bank,Credit Card,32960,12955,28,946368,N,F
PSUN76CC1222,Q3,FY21,Retail,PSU Bank,Credit Card,25544,11750,28,995904,N,M
PSUN69CC9908,Q3,FY21,Retail,PSU Bank,Credit Card,37496,10022,60,1009632,N,M
PVTN46CCL6894,Q3,FY20,Retail,PVT Bank,Credit Card,50718,21261,50,1052640,Y,M
PSUN87CC6158,Q3,FY21,Retail,PSU Bank,Credit Card,17280,5491,45,1133352,N,M
NBFCIN163TWL7473,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,66490,38869,27,884136,N,M
NBFCIN164TWL6925,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,69680,39396,31,623978,N,M
NBFCIN182TWL7433,Q3,FY21,Retail,NBFC,Two-Wheeler Loan,141750,79083,46,997185,N,M
NBFCIN192TWL12241,Q3,FY20,Retail,NBFC,Two-Wheeler Loan,63800,38564,50,960887,Y,M
NBFCIN196TWL8048,Q3,FY19,Retail,NBFC,Two-Wheeler Loan,118770,72261,57,831492,N,M
